rowid,permanent_identifier,comid,resolution,gnis_id,gnis_name,area_sq_km,reachcode,ftype,fcode,vpuid,data_group,dist_m,location_type,Station,Description,Channel,Slope,notes,dist_to_shore,Latitude,Longitude
1,128076560,23001900235323,2,NA,NA,0.034,10190007014581,390,39004,1019,CLP,75.32770696458583,poi_center,NA,NA,NA,NA,NA,NA,40.443824852303365,-104.71408766417633
2,128075647,23001900234085,2,NA,NA,0.024,10190007002317,390,39004,1019,CLP,70.62538546718577,poi_center,NA,NA,NA,NA,NA,NA,40.71220636594908,-105.0625884893857
3,128075906,23001900234917,2,NA,NA,0.015000000000000001,10190007014142,390,39004,1019,CLP,33.09436478033308,poi_center,NA,NA,NA,NA,NA,NA,40.63374914876546,-105.17177164439487
4,128076260,23001900234491,2,NA,NA,0.041,10190007002477,390,39004,1019,CLP,85.35122477615896,poi_center,NA,NA,NA,NA,NA,NA,40.56279326588654,-104.97308776816142
5,128076320,23001900234492,2,NA,NA,0.012,10190007002504,390,39004,1019,CLP,39.05165249440541,poi_center,NA,NA,NA,NA,NA,NA,40.55655507329413,-104.80168785873067
6,128075841,23001900234916,2,00199735,Windsor Reservoir Number 8,1.562,10190007002371,390,39009,1019,CLP,533.4302748836111,poi_center,NA,NA,NA,NA,NA,NA,40.6598846354288,-105.04784202918835
7,128075982,23001900233241,2,NA,NA,0.023,10190007002401,390,39001,1019,CLP,69.97345399787466,poi_center,NA,NA,NA,NA,NA,NA,40.628154463328976,-104.96822300799406
8,128076295,23001900234928,2,NA,NA,0.011000000000000001,10190007013231,436,43612,1019,CLP,41.73833749226863,poi_center,NA,NA,NA,NA,NA,NA,40.55081253311832,-105.00715767968492
9,128075210,23001900233659,2,00201623,Mountain Supply Reservoir Number 1,0.132,10190007002623,390,39001,1019,CLP,167.8763955759529,poi_center,NA,NA,NA,NA,NA,NA,40.909792784873424,-105.04679735580363
10,128075265,23001900233660,2,NA,NA,0.014,10190007002226,390,39001,1019,CLP,54.87199814654935,poi_center,NA,NA,NA,NA,NA,NA,40.84468086739693,-105.51042185551543
11,128076479,23001900237053,2,NA,NA,0.14600000000000002,10190007002561,390,39004,1019,CLP,189.5861008430548,poi_center,NA,NA,NA,NA,NA,NA,40.493106144528056,-105.02555265162155
12,128075514,23001900233236,2,NA,NA,0.036000000000000004,10190007002280,390,39001,1019,CLP,81.31107847501016,poi_center,NA,NA,NA,NA,NA,NA,40.75923801652674,-105.04895772131505
13,128076082,23001900234920,2,00201279,Pennock Creek Reservoir,0.07300000000000001,10190007002431,390,39004,1019,CLP,80.03731840735759,poi_center,NA,NA,NA,NA,NA,NA,40.56112542675761,-105.58033985597409
14,128076188,23001900233243,2,NA,NA,0.013000000000000001,10190007002458,390,39004,1019,CLP,45.42852597969883,poi_center,NA,NA,NA,NA,NA,NA,40.57152611795456,-105.03443977748142
15,128076255,23001900233244,2,NA,NA,0.021,10190007002474,390,39009,1019,CLP,55.87711389453464,poi_center,NA,NA,NA,NA,NA,NA,40.571991414473615,-104.85004313400223
16,128076366,23001900233245,2,NA,NA,0.013000000000000001,10190007014465,390,39004,1019,CLP,43.073260476875674,poi_center,NA,NA,NA,NA,NA,NA,40.528008493250766,-105.0445977243161
17,128076411,23001900233246,2,NA,NA,0.014,10190007014500,390,39004,1019,CLP,44.52848598360952,poi_center,NA,NA,NA,NA,NA,NA,40.469029191862134,-105.68778839241567
18,128074946,23001900235301,2,NA,NA,0.033,10190007002216,390,39004,1019,CLP,55.114396012246075,poi_center,NA,NA,NA,NA,NA,NA,41.03367034991102,-105.28846587658379
19,128076414,23001900234929,2,00180532,Schneider Lake,0.033,10190007002532,390,39004,1019,CLP,58.786002937311366,poi_center,NA,NA,NA,NA,NA,NA,40.5286709755267,-104.82867171736535
20,128076060,23001900234087,2,NA,NA,0.066,10190007014254,390,39004,1019,CLP,117.11131956786414,poi_center,NA,NA,NA,NA,NA,NA,40.60347074013376,-105.10202558802325
21,128076280,23001900234089,2,00180500,Smith Reservoir,0.07100000000000001,10190007002485,436,43613,1019,CLP,142.64608943101584,poi_center,NA,NA,NA,NA,NA,NA,40.560096372205344,-104.9305036343745
22,128076358,23001900234092,2,00180524,King Lake,0.032,10190007002519,390,39004,1019,CLP,51.83588530642425,poi_center,NA,NA,NA,NA,NA,NA,40.54443514292584,-104.80713952286456
23,128075214,23001900237035,2,NA,NA,0.03,10190007013631,390,39001,1019,CLP,72.59720079555078,poi_center,NA,NA,NA,NA,NA,NA,40.8757628458714,-105.4830583608023
24,128075533,23001900237040,2,NA,NA,0.043000000000000003,10190007013884,390,39001,1019,CLP,63.70763664809853,poi_center,NA,NA,NA,NA,NA,NA,40.74784586065236,-105.10111975728788
25,128075878,23001900237044,2,NA,NA,0.052000000000000005,10190007014123,390,39004,1019,CLP,91.79747160678603,poi_center,NA,NA,NA,NA,NA,NA,40.65569803085329,-104.97061437929261
26,128076300,23001900237049,2,NA,NA,0.01,10190007013234,436,43612,1019,CLP,30.186409263578916,poi_center,NA,NA,NA,NA,NA,NA,40.549342540931065,-105.00661679104994
27,128075474,23001900235306,2,00201009,Box Elder Reservoir Number 5,0.024,10190007002269,390,39004,1019,CLP,65.30716890959448,poi_center,NA,NA,NA,NA,NA,NA,40.78423830902512,-105.04960213381544
28,128076368,23001900232829,2,NA,NA,0.018000000000000002,10190007002518,390,39004,1019,CLP,63.63799139420749,poi_center,NA,NA,NA,NA,NA,NA,40.5318900673226,-104.98986963711451
29,128075751,23001900232822,2,00199707,North Poudre Reservoir Number 6,1.9380000000000002,10190007002361,390,39009,1019,CLP,349.52499083607654,poi_center,NA,NA,NA,NA,NA,NA,40.67371690787695,-105.0263134464726
30,128075757,23001900232823,2,NA,NA,0.016,10190007002345,390,39001,1019,CLP,44.450360639663366,poi_center,NA,NA,NA,NA,NA,NA,40.68138109457878,-105.05656284611696
31,128075815,23001900232825,2,NA,NA,0.03,10190007002364,390,39001,1019,CLP,66.59715259781906,poi_center,NA,NA,NA,NA,NA,NA,40.66261901980147,-105.07892786446453
32,128075537,23001900233665,2,00198459,Wasson Reservoir,0.108,10190007002286,390,39009,1019,CLP,145.19695661733374,poi_center,NA,NA,NA,NA,NA,NA,40.75154860012667,-105.05031071450891
33,128075738,23001900233668,2,NA,NA,0.026000000000000002,10190007002337,436,43613,1019,CLP,46.83168007070151,poi_center,NA,NA,NA,NA,NA,NA,40.69365206424064,-104.9759234745151
34,128076031,23001900233672,2,00177275,Trap Lake,0.042,10190007002417,390,39004,1019,CLP,62.46183740121183,poi_center,NA,NA,NA,NA,NA,NA,40.55756248083263,-105.81530410691059
35,128076263,23001900233673,2,00177429,Williams Lake,0.08700000000000001,10190007002483,390,39004,1019,CLP,131.42889437798001,poi_center,NA,NA,NA,NA,NA,NA,40.5537450637304,-105.05630779567716
36,128075612,23001900235309,2,NA,NA,0.035,10190007002309,390,39004,1019,CLP,70.10496512340961,poi_center,NA,NA,NA,NA,NA,NA,40.72858117363377,-104.98473092108638
37,128076120,23001900235318,2,NA,NA,0.03,10190007002442,390,39001,1019,CLP,85.34931814030648,poi_center,NA,NA,NA,NA,NA,NA,40.59027689151803,-105.0247325130602
38,128076339,23001900235320,2,NA,NA,0.033,10190007002511,390,39004,1019,CLP,81.53762622761276,poi_center,NA,NA,NA,NA,NA,NA,40.53676032328839,-104.99661995235431
39,128075384,23001900235751,2,NA,NA,0.018000000000000002,10190007002629,390,39001,1019,CLP,43.90643456892212,poi_center,NA,NA,NA,NA,NA,NA,40.82554285166274,-105.0342162508105
40,128076480,23001900232831,2,NA,NA,0.01,10190007014541,390,39004,1019,CLP,37.90770829914836,poi_center,NA,NA,NA,NA,NA,NA,40.506168291124055,-104.83159811784819
41,128076567,23001900232832,2,NA,NA,0.013000000000000001,10190007002600,390,39004,1019,CLP,47.97357734887967,poi_center,NA,NA,NA,NA,NA,NA,40.44160823002027,-104.71662357807648
42,128075859,23001900233302,2,00177279,Barnes Meadow Reservoir,0.404,10190007002370,390,39004,1019,"CLP, ROSS_CLP",224.62696246262547,poi_center,NA,NA,NA,NA,NA,NA,40.5981033177331,-105.83264055622574
43,128076584,23001900233678,2,NA,NA,0.032,10190007002604,390,39001,1019,CLP,69.034042439763,poi_center,NA,NA,NA,NA,NA,NA,40.42976516197932,-104.60865281269474
44,128075223,23001900234901,2,00170212,Creedmoore Lakes,0.022000000000000002,10190007002221,390,39004,1019,CLP,71.48076435486783,poi_center,NA,NA,NA,NA,NA,NA,40.862504338066486,-105.58618767404592
45,128075548,23001900235754,2,NA,NA,0.032,10190007002288,390,39001,1019,CLP,83.92673419778917,poi_center,NA,NA,NA,NA,NA,NA,40.74996454473654,-105.0389943310984
46,128076284,23001900235768,2,NA,NA,0.011000000000000001,10190007014409,390,39001,1019,CLP,46.01121108568137,poi_center,NA,NA,NA,NA,NA,NA,40.57358879697155,-104.73362091856431
47,128074892,23001900235736,2,NA,NA,0.029,10190007002209,390,39004,1019,CLP,61.390057756831524,poi_center,NA,NA,NA,NA,NA,NA,41.08369712927389,-105.42218315202282
48,128076180,23001900235764,2,NA,NA,0.062,10190007014334,390,39004,1019,CLP,102.15495418520659,poi_center,NA,NA,NA,NA,NA,NA,40.5741461847972,-105.03658689561125
49,128076181,23001900235765,2,00180508,Kitchel Lake,0.201,10190007002460,390,39004,1019,CLP,164.78437185714162,poi_center,NA,NA,NA,NA,NA,NA,40.57441686675361,-104.97131793953804
50,128075848,23001900232881,2,00198413,Chambers Lake,0.98574753,10190007025486,390,39009,1019,"CLP, ROSS_CLP",341.46354566522183,poi_center,NA,NA,NA,NA,NA,NA,40.60358410649074,-105.85318276071322
51,128075584,23001900234487,2,NA,NA,0.015000000000000001,10190007002299,390,39001,1019,CLP,52.54574816224657,poi_center,NA,NA,NA,NA,NA,NA,40.742141103621,-104.95028343302954
52,128075780,23001900234489,2,NA,NA,0.02,10190007002354,390,39001,1019,CLP,53.23872270314919,poi_center,NA,NA,NA,NA,NA,NA,40.675017181808244,-105.05708242851237
53,128075417,23001900255007,2,NA,NA,0.013000000000000001,10190007002259,390,39001,1019,CLP,56.04686706729703,poi_center,NA,NA,NA,NA,NA,NA,40.77517005917435,-105.57264567511179
54,128075660,23001900256676,2,00201221,Mountain Supply Reservoir Number 8,0.10200000000000001,10190007002320,390,39004,1019,CLP,137.90360578628793,poi_center,NA,NA,NA,NA,NA,NA,40.7097613794431,-105.06212149822454
55,128075991,23001900258395,2,NA,NA,0.023,10190007014207,390,39004,1019,CLP,38.74682671849402,poi_center,NA,NA,NA,NA,NA,NA,40.61431336954425,-105.1245310914327
56,128076313,23001900258397,2,NA,NA,0.07,10190007002502,390,39004,1019,CLP,107.10058705944871,poi_center,NA,NA,NA,NA,NA,NA,40.55933173167111,-104.78086413228141
57,128075572,23001900258387,2,NA,NA,0.051000000000000004,10190007002295,390,39001,1019,CLP,92.22783028029731,poi_center,NA,NA,NA,NA,NA,NA,40.73864807699762,-105.0900396598925
58,128076296,23001900256688,2,00201289,Wykert Number 4 Reservoir,0.022000000000000002,10190007002498,390,39004,1019,CLP,49.0334491737151,poi_center,NA,NA,NA,NA,NA,NA,40.56351276411553,-104.79670738988378
59,128076343,23001900256690,2,NA,NA,0.02,10190007002512,390,39004,1019,CLP,57.55325358271667,poi_center,NA,NA,NA,NA,NA,NA,40.534917991176094,-104.99920313792083
60,128076484,23001900256691,2,NA,NA,0.07,10190007002563,390,39004,1019,CLP,132.61782787401765,poi_center,NA,NA,NA,NA,NA,NA,40.50432433527669,-104.80013756235314
61,128075219,23001900250797,2,00170212,Creedmoore Lakes,0.042,10190007002220,390,39004,1019,CLP,89.56077605179148,poi_center,NA,NA,NA,NA,NA,NA,40.864051517891824,-105.57984684884345
62,128075274,23001900251225,2,00170213,Lost Lake,0.024,10190007002227,390,39004,1019,CLP,66.58683735344981,poi_center,NA,NA,NA,NA,NA,NA,40.838732281467124,-105.53471928704639
63,128075473,23001900255009,2,00201301,Boxelder Reservoir Number Two,0.08,10190007002270,390,39009,1019,CLP,119.27534165333138,poi_center,NA,NA,NA,NA,NA,NA,40.783500418468876,-105.05681206270727
64,128076074,23001900255014,2,00177267,Zimmerman Lake,0.042,10190007025475,390,39009,1019,CLP,94.98154935819957,poi_center,NA,NA,NA,NA,NA,NA,40.54124721237532,-105.86904440745208
65,128076178,23001900255016,2,NA,NA,0.07200000000000001,10190007014332,390,39004,1019,CLP,125.01391108221124,poi_center,NA,NA,NA,NA,NA,NA,40.574225807950555,-105.04156999969169
66,128076267,23001900255017,2,NA,NA,0.033,10190007002480,390,39004,1019,CLP,90.7660580154024,poi_center,NA,NA,NA,NA,NA,NA,40.56314828712743,-104.92098095670605
67,128076563,23001900255020,2,NA,NA,0.025,10190007002599,390,39004,1019,CLP,71.5461355540467,poi_center,NA,NA,NA,NA,NA,NA,40.44186306322521,-104.71865400554107
68,128075390,23001900257556,2,NA,NA,0.012,10190007002254,390,39004,1019,CLP,40.736964628862395,poi_center,NA,NA,NA,NA,NA,NA,40.78552161850195,-105.5698987781046
69,128075415,23001900257558,2,NA,NA,0.013000000000000001,10190007013790,390,39001,1019,CLP,28.575481389960323,poi_center,NA,NA,NA,NA,NA,NA,40.817650763795626,-104.9930717472151
70,128075635,23001900257124,2,NA,NA,0.034,10190007002315,390,39001,1019,CLP,64.47902107104929,poi_center,NA,NA,NA,NA,NA,NA,40.71287155806959,-105.0674520392448
71,128075243,23001900256669,2,NA,NA,0.01,10190007013654,390,39004,1019,CLP,40.47188497001167,poi_center,NA,NA,NA,NA,NA,NA,40.89077629288273,-105.0867441074638
72,128075419,23001900256671,2,00170237,Bellaire Lake,0.035,10190007002258,390,39004,1019,CLP,85.93171234150037,poi_center,NA,NA,NA,NA,NA,NA,40.772110106645286,-105.61860227407035
73,128074904,23001900256663,2,NA,NA,0.01,10190007002210,390,39004,1019,CLP,40.1038955261937,poi_center,NA,NA,NA,NA,NA,NA,41.059420757987105,-105.40401279748599
74,128075797,23001900256679,2,00177198,Curtis Lake,0.555,10190007002363,390,39004,1019,CLP,268.8096197942625,poi_center,NA,NA,NA,NA,NA,NA,40.664930508201714,-105.13483861464853
75,128075868,23001900256680,2,NA,NA,0.035,10190007002376,390,39001,1019,CLP,74.73676471736832,poi_center,NA,NA,NA,NA,NA,NA,40.65877480375783,-104.96772107004935
76,128075957,23001900256681,2,00202440,Terry Lake,1.846,10190007002395,390,39009,1019,CLP,376.9705750743621,poi_center,NA,NA,NA,NA,NA,NA,40.622365234469505,-105.07785878556237
77,128076191,23001900256684,2,NA,NA,0.013000000000000001,10190007014343,390,39004,1019,CLP,52.16995923860483,poi_center,NA,NA,NA,NA,NA,NA,40.570639035746204,-105.03833296127931
78,128076251,23001900256686,2,NA,NA,0.012,10190007014392,390,39004,1019,CLP,36.479024772367154,poi_center,NA,NA,NA,NA,NA,NA,40.56030717391378,-105.01922047306992
79,128075782,23001900257127,2,NA,NA,0.164,10190007002351,390,39001,1019,CLP,177.52215172380295,poi_center,NA,NA,NA,NA,NA,NA,40.67484639811103,-105.05056364172707
80,128075806,23001900257128,2,NA,NA,0.05,10190007013213,436,43612,1019,CLP,74.16368942357958,poi_center,NA,NA,NA,NA,NA,NA,40.65908936203274,-105.20112738516234
81,128075905,23001900257130,2,NA,NA,0.051000000000000004,10190007002385,390,39001,1019,CLP,110.73504296620717,poi_center,NA,NA,NA,NA,NA,NA,40.64157151816477,-105.07064859495895
82,128075980,23001900257132,2,NA,NA,0.041,10190007014198,390,39004,1019,CLP,94.40807448446891,poi_center,NA,NA,NA,NA,NA,NA,40.61729269510961,-105.1238819139873
83,128076018,23001900245515,2,NA,NA,0.012,10190007014230,390,39004,1019,CLP,35.80771936614894,poi_center,NA,NA,NA,NA,NA,NA,40.61286525280651,-105.10969308186391
84,128076384,23001900245521,2,NA,NA,0.026000000000000002,10190007002523,390,39004,1019,CLP,72.20128933184232,poi_center,NA,NA,NA,NA,NA,NA,40.53245305108605,-104.91673010199668
85,128075344,23001900253777,2,00198427,Fox Acres Reservoir,0.015000000000000001,10190007002239,390,39004,1019,CLP,49.283879477973024,poi_center,NA,NA,NA,NA,NA,NA,40.80363658680408,-105.57434383587184
86,128075454,23001900253781,2,00198409,Box I Reservoir Number 1,0.10500000000000001,10190007002266,390,39004,1019,CLP,132.58938346438362,poi_center,NA,NA,NA,NA,NA,NA,40.79529060926864,-105.06536707561948
87,128075949,23001900253784,2,NA,NA,0.06,10190007002391,390,39001,1019,CLP,91.02445183876657,poi_center,NA,NA,NA,NA,NA,NA,40.634209551502714,-105.05218519264137
88,128075754,23001900254209,2,NA,NA,0.024,10190007002343,390,39001,1019,CLP,59.762101946250134,poi_center,NA,NA,NA,NA,NA,NA,40.68010285021822,-105.08909200264803
89,128075774,23001900254211,2,NA,NA,0.101,10190007002347,390,39001,1019,CLP,127.96536155904764,poi_center,NA,NA,NA,NA,NA,NA,40.67018109991943,-105.12616347791482
90,128075849,23001900254213,2,NA,NA,0.01,10190007014100,390,39001,1019,CLP,25.299501119594947,poi_center,NA,NA,NA,NA,NA,NA,40.66239715059708,-104.97571911407792
91,128075427,23001900238321,2,NA,NA,0.014,10190007002262,390,39001,1019,CLP,49.47426997635055,poi_center,NA,NA,NA,NA,NA,NA,40.809401907388896,-105.03304314273936
92,128075700,23001900238324,2,00177221,Gilmore Lake,0.039,10190007002327,390,39004,1019,CLP,91.16834921966492,poi_center,NA,NA,NA,NA,NA,NA,40.695618259126725,-105.11731500166874
93,128075879,23001900238329,2,NA,NA,0.03,10190007014122,390,39004,1019,CLP,86.6331359148569,poi_center,NA,NA,NA,NA,NA,NA,40.64402793666336,-105.14271805446535
94,128075308,23001900249970,2,NA,NA,0.01,10190007002235,390,39004,1019,CLP,39.11706955035661,poi_center,NA,NA,NA,NA,NA,NA,40.8120259266831,-105.63332219449198
95,128076502,23001900253354,2,00177732,Mud Lake,0.08700000000000001,10190007002572,390,39004,1019,CLP,134.50877550676006,poi_center,NA,NA,NA,NA,NA,NA,40.47100898809589,-105.03000913659774
96,128075539,23001900253339,2,NA,NA,0.013000000000000001,10190007013887,390,39004,1019,CLP,49.03765846239942,poi_center,NA,NA,NA,NA,NA,NA,40.70263793479813,-105.71729072474659
97,128075540,23001900253340,2,NA,NA,0.025,10190007002289,390,39001,1019,CLP,50.81433664575009,poi_center,NA,NA,NA,NA,NA,NA,40.75398203629867,-105.0081195676192
98,128075636,23001900253343,2,NA,NA,0.032,10190007002314,390,39001,1019,CLP,55.04897120905655,poi_center,NA,NA,NA,NA,NA,NA,40.71585911520342,-105.04367667165313
99,128076008,23001900253348,2,NA,NA,0.035,10190007002408,390,39004,1019,CLP,83.09740252738634,poi_center,NA,NA,NA,NA,NA,NA,40.61299591588005,-105.11615456209869
100,128076030,23001900250864,2,00177274,Peterson Lake,0.155,10190007002416,390,39009,1019,"CLP, ROSS_CLP",106.53289702962962,poi_center,NA,NA,NA,NA,NA,NA,40.556977347370285,-105.79037961379649
101,128076352,23001900257140,2,NA,NA,0.033,10190007002515,390,39004,1019,CLP,77.78727791406031,poi_center,NA,NA,NA,NA,NA,NA,40.53298982482092,-104.99721285475299
102,128075061,23001900256740,2,00170097,Eaton Reservoir,0.42100000000000004,10190007002217,390,39009,1019,CLP,187.45735988454786,poi_center,NA,NA,NA,NA,NA,NA,40.94260502864568,-105.71611133820441
103,128075335,23001900247190,2,00201599,Fox Acres Number 2 Reservoir,0.016,10190007002237,390,39004,1019,CLP,51.521204339885,poi_center,NA,NA,NA,NA,NA,NA,40.80527793399449,-105.5721776743607
104,128075382,23001900249972,2,NA,NA,0.013000000000000001,10190007002252,390,39004,1019,CLP,46.835398098656825,poi_center,NA,NA,NA,NA,NA,NA,40.78656363617017,-105.58828894852176
105,128075828,23001900247200,2,NA,NA,0.015000000000000001,10190007025470,390,39004,1019,CLP,52.96453804680221,poi_center,NA,NA,NA,NA,NA,NA,40.5976730978834,-105.91642841783306
106,128075805,23001900240452,2,NA,NA,0.067,10190007013212,436,43612,1019,CLP,96.22430713957185,poi_center,NA,NA,NA,NA,NA,NA,40.6588673603891,-105.19647866515733
107,128076335,23001900259274,2,00177427,Warren Lake,0.5730000000000001,10190007002513,390,39009,1019,CLP,301.83589787736395,poi_center,NA,NA,NA,NA,NA,NA,40.5324874829445,-105.05897152986766
108,128076646,23001900259276,2,NA,NA,0.023,10190007002618,390,39004,1019,CLP,66.55926251466774,poi_center,NA,NA,NA,NA,NA,NA,40.395880906567946,-104.82797655031717
109,128076067,23001900258845,2,NA,NA,0.027,10190007002429,390,39004,1019,CLP,58.18829578784224,poi_center,NA,NA,NA,NA,NA,NA,40.602170087135846,-105.08987981268857
110,128076145,23001900258847,2,NA,NA,0.067,10190007002444,390,39004,1019,CLP,81.1628726680411,poi_center,NA,NA,NA,NA,NA,NA,40.597116325015165,-104.87180979777979
111,128076542,23001900253356,2,NA,NA,0.02,10190007014570,390,39004,1019,CLP,56.61502367814209,poi_center,NA,NA,NA,NA,NA,NA,40.438913048002405,-104.87320400965004
112,128076548,23001900253357,2,NA,NA,0.08600000000000001,10190007002592,390,39004,1019,CLP,102.23938687896197,poi_center,NA,NA,NA,NA,NA,NA,40.447156416373566,-104.71356824252203
113,128075569,23001900258837,2,00201977,Clark Reservoir,0.745,10190007002290,390,39001,1019,CLP,216.44039782727927,poi_center,NA,NA,NA,NA,NA,NA,40.737884613982686,-104.98347952010477
114,128075607,23001900258839,2,NA,NA,0.011000000000000001,10190007013930,390,39004,1019,CLP,23.247944689893696,poi_center,NA,NA,NA,NA,NA,NA,40.72028778016297,-105.10080489609553
115,128076309,23001900243434,2,00177612,Hazeline Lake,0.014,10190007002500,390,39004,1019,CLP,45.73750074861422,poi_center,NA,NA,NA,NA,NA,NA,40.49399231859892,-105.70385944387986
116,128074912,23001900252070,2,01595804,Twin Mountains Lake,0.081,10190007002213,390,39004,1019,CLP,106.36357086434988,poi_center,NA,NA,NA,NA,NA,NA,41.046508963221385,-105.28387992719591
117,128076512,23001900256290,2,00180598,Neff Lake,0.17600000000000002,10190007002576,390,39004,1019,CLP,165.73616874991063,poi_center,NA,NA,NA,NA,NA,NA,40.483822305511616,-104.76797793411923
118,128076399,23001900243822,2,00201011,Eaton-Law Reservoir,0.23800000000000002,10190007002534,390,39004,1019,CLP,140.79835721558274,poi_center,NA,NA,NA,NA,NA,NA,40.52762176619986,-104.86494050044895
119,128075570,23001900249975,2,NA,NA,0.017,10190007002292,390,39001,1019,CLP,57.219111783210074,poi_center,NA,NA,NA,NA,NA,NA,40.73962497265756,-105.09284669859724
120,128076087,23001900242982,2,NA,NA,0.031,10190007002433,390,39004,1019,CLP,86.55925262817154,poi_center,NA,NA,NA,NA,NA,NA,40.60481782974522,-104.97834846779537
121,128076034,23001900250430,2,00180474,Crom Lake,0.04,10190007002415,390,39001,1019,CLP,86.07592824538268,poi_center,NA,NA,NA,NA,NA,NA,40.63344980256914,-104.77423118118128
122,128076020,23001900250814,2,00180514,North Gray Reservoir,0.111,10190007002407,436,43613,1019,CLP,134.48335000733834,poi_center,NA,NA,NA,NA,NA,NA,40.619583021241475,-104.98528466250282
123,128076176,23001900250817,2,NA,NA,0.034,10190007014330,390,39004,1019,CLP,67.78715145031175,poi_center,NA,NA,NA,NA,NA,NA,40.575303888018496,-105.0287833708018
124,128076639,23001900255454,2,NA,NA,0.01,10190007002615,390,39004,1019,CLP,28.152897649901362,poi_center,NA,NA,NA,NA,NA,NA,40.39833586749228,-104.84300722117632
125,128075272,23001900245504,2,NA,NA,0.01,10190007013680,390,39001,1019,CLP,38.00321845801966,poi_center,NA,NA,NA,NA,NA,NA,40.874235199146476,-105.06843379468656
