rowid,permanent_identifier,comid,resolution,gnis_id,gnis_name,area_sq_km,reachcode,ftype,fcode,vpuid,data_group,dist_m,location_type,Station,Description,Channel,Slope,notes,dist_to_shore,Latitude,Longitude
126,128075605,23001900245508,2,NA,NA,0.026000000000000002,10190007013928,390,39001,1019,CLP,53.94778218492271,poi_center,NA,NA,NA,NA,NA,NA,40.71994317942433,-105.11077935780322
127,128076048,23001900254218,2,NA,NA,0.018000000000000002,10190007014245,390,39004,1019,CLP,64.60335795385767,poi_center,NA,NA,NA,NA,NA,NA,40.60558220794449,-105.10603469733665
128,128076206,23001900254219,2,NA,NA,0.025,10190007002461,390,39001,1019,CLP,50.931212190450935,poi_center,NA,NA,NA,NA,NA,NA,40.58946372318322,-104.72781451347296
129,128076261,23001900254220,2,NA,NA,0.01,10190007014396,390,39004,1019,CLP,32.14877818338364,poi_center,NA,NA,NA,NA,NA,NA,40.55892616194764,-105.02672816954544
130,128076174,23001900249581,2,NA,NA,0.037000000000000005,10190007014328,390,39004,1019,CLP,80.12251854400661,poi_center,NA,NA,NA,NA,NA,NA,40.57663754234496,-105.03107355478727
131,128076365,23001900249584,2,NA,NA,0.014,10190007002517,390,39004,1019,CLP,57.22291190658606,poi_center,NA,NA,NA,NA,NA,NA,40.5312213559764,-105.00226464033388
132,128076440,23001900249585,2,NA,NA,0.01,10190007014519,390,39001,1019,CLP,47.93935441283214,poi_center,NA,NA,NA,NA,NA,NA,40.52601050057171,-104.77307426255791
133,128076461,23001900249587,2,NA,NA,0.011000000000000001,10190007002547,390,39004,1019,CLP,41.823371018103806,poi_center,NA,NA,NA,NA,NA,NA,40.52568021110088,-104.70488662689179
134,128076522,23001900249588,2,NA,NA,0.03,10190007002580,390,39004,1019,CLP,56.42786184319348,poi_center,NA,NA,NA,NA,NA,NA,40.46250333072606,-104.87572277377477
135,128075731,23001900252078,2,NA,NA,0.037000000000000005,10190007002333,390,39009,1019,CLP,78.35450537843799,poi_center,NA,NA,NA,NA,NA,NA,40.63482474231976,-105.83388457566058
136,128076290,23001900242984,2,NA,NA,0.015000000000000001,10190007002492,390,39001,1019,CLP,46.236411072498505,poi_center,NA,NA,NA,NA,NA,NA,40.55627494550133,-104.95128099899235
137,128075216,23001900238317,2,00171104,Round Butte Reservoir,0.03,10190007002218,390,39001,1019,CLP,81.75795596153431,poi_center,NA,NA,NA,NA,NA,NA,40.905516696546705,-105.05138724319366
138,128076080,23001900252082,2,NA,NA,0.042,10190007002432,390,39004,1019,CLP,77.72111898473153,poi_center,NA,NA,NA,NA,NA,NA,40.59806059846689,-105.08724413635734
139,128076387,23001900252086,2,NA,NA,0.016,10190007014477,390,39004,1019,CLP,31.482612059614983,poi_center,NA,NA,NA,NA,NA,NA,40.51813033623436,-105.11584542446835
140,128076453,23001900252087,2,NA,NA,0.063,10190007002546,390,39009,1019,CLP,111.92888768458408,poi_center,NA,NA,NA,NA,NA,NA,40.51841048153009,-104.82611787188326
141,128076253,23001900257139,2,NA,NA,0.016,10190007002467,390,39001,1019,CLP,51.33024119615269,poi_center,NA,NA,NA,NA,NA,NA,40.56406389277138,-104.97612761506913
142,128076355,23001900254221,2,NA,NA,0.053000000000000005,10190007014457,390,39004,1019,CLP,101.56015909425756,poi_center,NA,NA,NA,NA,NA,NA,40.53175345663192,-105.00436674377593
143,128076550,23001900254223,2,NA,NA,0.037000000000000005,10190007002594,390,39004,1019,CLP,70.68912697427577,poi_center,NA,NA,NA,NA,NA,NA,40.44678292087461,-104.71834950462012
144,128076557,23001900254224,2,NA,NA,0.02,10190007014578,390,39004,1019,CLP,44.728375529331124,poi_center,NA,NA,NA,NA,NA,NA,40.44451901771161,-104.71622650644154
145,128076573,23001900254225,2,NA,NA,0.024,10190007002602,390,39004,1019,CLP,48.57644780918095,poi_center,NA,NA,NA,NA,NA,NA,40.44020516913096,-104.70704280819419
146,128076133,23001900245517,2,00177390,College Lake,0.269,10190007002450,390,39004,1019,CLP,207.85441845675447,poi_center,NA,NA,NA,NA,NA,NA,40.579524665087824,-105.14962014068931
147,128076237,23001900245519,2,00180501,Deadman Lake,0.08700000000000001,10190007002470,390,39004,1019,CLP,120.32768184020688,poi_center,NA,NA,NA,NA,NA,NA,40.56571505410254,-104.9635320217483
148,128075662,23001900257982,2,NA,NA,0.017,10190007002319,390,39004,1019,CLP,39.294065856281044,poi_center,NA,NA,NA,NA,NA,NA,40.71476592042027,-104.96749210292874
149,128075835,23001900257987,2,00201303,Kluver Reservoir,0.37,10190007002372,390,39004,1019,CLP,233.03869471795105,poi_center,NA,NA,NA,NA,NA,NA,40.654339925234076,-105.09612459856702
150,128075925,23001900237869,2,NA,NA,0.012,10190007014158,390,39004,1019,CLP,28.96383916637463,poi_center,NA,NA,NA,NA,NA,NA,40.632735397730315,-105.14690069527877
151,128076094,23001900249579,2,00202716,Black Hollow Reservoir,1.5090000000000001,10190007002435,390,39009,1019,CLP,437.6116658620647,poi_center,NA,NA,NA,NA,NA,NA,40.61023302091247,-104.87930038483198
152,128076496,23001900243826,2,00180569,Windsor Lake,0.685,10190007002625,390,39009,1019,CLP,349.58512128377504,poi_center,NA,NA,NA,NA,NA,NA,40.48412097979722,-104.90017987169999
153,128076555,23001900243827,2,NA,NA,0.047,10190007002595,390,39004,1019,CLP,80.04130219217471,poi_center,NA,NA,NA,NA,NA,NA,40.445619129949506,-104.70751391388376
154,128075798,23001900257563,2,NA,NA,0.016,10190007014064,390,39004,1019,CLP,42.15713677688877,poi_center,NA,NA,NA,NA,NA,NA,40.66157778474441,-105.2057434863674
155,128076043,23001900257566,2,NA,NA,0.031,10190007014241,390,39004,1019,CLP,70.28283107317256,poi_center,NA,NA,NA,NA,NA,NA,40.60618190433808,-105.11085094786033
156,128076128,23001900257567,2,NA,NA,0.032,10190007002446,390,39004,1019,CLP,78.95423825257305,poi_center,NA,NA,NA,NA,NA,NA,40.604057111015265,-104.80264480303715
157,128076258,23001900257568,2,00180518,James Lake,0.109,10190007002478,390,39004,1019,CLP,159.3224982427786,poi_center,NA,NA,NA,NA,NA,NA,40.56711470717373,-104.89673130954684
158,128076298,23001900257570,2,00200291,Loop Lake,0.24700000000000003,10190007002494,390,39009,1019,CLP,186.6185135697641,poi_center,NA,NA,NA,NA,NA,NA,40.555372354306144,-104.85989360849254
159,128076765,23001900251243,2,NA,NA,0.026000000000000002,10190007002509,390,39001,1019,CLP,62.583277136863046,poi_center,NA,NA,NA,NA,NA,NA,40.52843928481962,-105.13142816311142
160,128075950,23001900237870,2,00177228,Richard Lake Reservoir Number Six,0.29400000000000004,10190007002390,390,39004,1019,CLP,158.23811349212104,poi_center,NA,NA,NA,NA,NA,NA,40.63158479085647,-105.05655923393064
161,128076126,23001900237874,2,NA,NA,0.021,10190007002445,390,39004,1019,CLP,71.08629438032638,poi_center,NA,NA,NA,NA,NA,NA,40.59244530694559,-104.97314435165661
162,128076189,23001900237876,2,NA,NA,0.041,10190007014341,390,39004,1019,CLP,82.08327254205557,poi_center,NA,NA,NA,NA,NA,NA,40.57088229565351,-105.03647545968131
163,128076332,23001900251662,2,00202710,Windsor Reservoir,3.448,10190007002526,390,39009,1019,CLP,576.8326445098961,poi_center,NA,NA,NA,NA,NA,NA,40.53031969023071,-104.88888974570565
164,128076444,23001900251663,2,NA,NA,0.04,10190007002542,436,43609,1019,CLP,90.16712140308147,poi_center,NA,NA,NA,NA,NA,NA,40.52900967501091,-104.70624126357224
165,128076458,23001900251664,2,00180534,Swanson Lake,0.036000000000000004,10190007002550,390,39004,1019,CLP,70.90997433801206,poi_center,NA,NA,NA,NA,NA,NA,40.51703260895752,-104.83441855156579
166,128076640,23001900251667,2,NA,NA,0.015000000000000001,10190007002614,390,39004,1019,CLP,38.30055106591889,poi_center,NA,NA,NA,NA,NA,NA,40.40792823047228,-104.70507577077238
167,128075432,23001900247191,2,00170234,Lady Moon Lake,0.064,10190007013800,390,39001,1019,CLP,46.135511622855304,poi_center,NA,NA,NA,NA,NA,NA,40.771291020477776,-105.5255420970302
168,128076193,23001900250818,2,NA,NA,0.011000000000000001,10190007014345,390,39004,1019,CLP,41.04759065273514,poi_center,NA,NA,NA,NA,NA,NA,40.57077385227115,-105.03192640844975
169,128076519,23001900251241,2,00180597,Hogarty Reservoir,0.014,10190007002579,436,43613,1019,CLP,48.74039686168188,poi_center,NA,NA,NA,NA,NA,NA,40.48062597490985,-104.76604470310173
170,128075501,23001900240871,2,00200295,Mountain Supply Reservoir Number 7,0.07,10190007002274,390,39004,1019,CLP,127.83302444451603,poi_center,NA,NA,NA,NA,NA,NA,40.76727818179332,-105.052303323196
171,128076459,23001900254608,2,00180539,Woods Lake,0.662,10190007002538,390,39009,1019,CLP,391.2592954151095,poi_center,NA,NA,NA,NA,NA,NA,40.5203170144848,-104.80464520748414
172,128076595,23001900250824,2,NA,NA,0.064,10190007002605,390,39004,1019,CLP,111.02917733957388,poi_center,NA,NA,NA,NA,NA,NA,40.41815217546468,-104.73727324480325
173,128076614,23001900250825,2,NA,NA,0.015000000000000001,10190007002607,390,39004,1019,CLP,48.87450647730296,poi_center,NA,NA,NA,NA,NA,NA,40.40727530531451,-104.84241501258522
174,128076035,23001900240876,2,NA,NA,0.077,10190007014239,390,39004,1019,CLP,98.06036102202893,poi_center,NA,NA,NA,NA,NA,NA,40.60846380279728,-105.10678878813
175,128076545,23001900254611,2,NA,NA,0.024,10190007002626,390,39004,1019,CLP,65.20640038661917,poi_center,NA,NA,NA,NA,NA,NA,40.446741146801436,-104.75038322302159
176,128075575,23001900244668,2,00201978,Indian Creek Reservoir,0.66,10190007002294,390,39009,1019,CLP,312.5362736123161,poi_center,NA,NA,NA,NA,NA,NA,40.74869722961545,-104.95409479622091
177,128075593,23001900244669,2,NA,NA,0.01,10190007013919,390,39004,1019,CLP,36.39098471394742,poi_center,NA,NA,NA,NA,NA,NA,40.72379548609952,-105.14985981407368
178,128075277,23001900240446,2,00198457,Slab Canyon Reservoir,0.068,10190007002229,390,39004,1019,CLP,109.8217452757154,poi_center,NA,NA,NA,NA,NA,NA,40.86603859243363,-105.16105861331421
179,128075405,23001900240448,2,00170179,Tibbits Lake,0.09,10190007002256,390,39004,1019,CLP,91.32305306950967,poi_center,NA,NA,NA,NA,NA,NA,40.803822352149744,-105.24612676979882
180,128076381,23001900257993,2,NA,NA,0.06,10190007002521,390,39004,1019,CLP,88.09853054042794,poi_center,NA,NA,NA,NA,NA,NA,40.533527494416866,-104.91097571545934
181,128076497,23001900252090,2,00177731,Duck Lake,0.14100000000000001,10190007002567,390,39004,1019,CLP,157.34786985630404,poi_center,NA,NA,NA,NA,NA,NA,40.48126364177525,-105.02866020836774
182,128075318,23001900237450,2,00170221,Apache Lake,0.055,10190007013716,390,39009,1019,CLP,69.79899937006974,poi_center,NA,NA,NA,NA,NA,NA,40.80852644443589,-105.59327858479101
183,128075650,23001900237454,2,NA,NA,0.013000000000000001,10190007002316,390,39001,1019,CLP,44.84698540721148,poi_center,NA,NA,NA,NA,NA,NA,40.72086208318532,-104.93242149236497
184,128076314,23001900237880,2,00180511,Timnath Reservoir,2.472,10190007002503,390,39009,1019,CLP,527.0930995767151,poi_center,NA,NA,NA,NA,NA,NA,40.54698687239346,-104.96152172160221
185,128076347,23001900237881,2,NA,NA,0.01,10190007014451,390,39004,1019,CLP,20.002343115342068,poi_center,NA,NA,NA,NA,NA,NA,40.533727776794045,-104.99081731324776
186,128075393,23001900238320,2,NA,NA,0.021,10190007002253,390,39004,1019,CLP,59.142525905716106,poi_center,NA,NA,NA,NA,NA,NA,40.81184688416883,-105.21491166299168
187,128076170,23001900247205,2,NA,NA,0.045000000000000005,10190007002455,390,39009,1019,CLP,76.22990759293148,poi_center,NA,NA,NA,NA,NA,NA,40.5895774967592,-104.8540873568323
188,128076321,23001900247207,2,NA,NA,0.078,10190007002507,390,39004,1019,CLP,134.48938594651165,poi_center,NA,NA,NA,NA,NA,NA,40.56226469666027,-104.70000462747981
189,128076641,23001900247209,2,00198429,Greeley Lake West Reservoir,0.052000000000000005,10190007002616,390,39004,1019,CLP,90.0040153614668,poi_center,NA,NA,NA,NA,NA,NA,40.40532132904504,-104.72991590458685
190,128075781,23001900237456,2,00180465,Morris Reservoir,0.02,10190007002353,436,43613,1019,CLP,63.08998395020808,poi_center,NA,NA,NA,NA,NA,NA,40.68115096122749,-104.98074787353158
191,128076543,23001900240881,2,NA,NA,0.151,10190007002591,390,39004,1019,CLP,181.6309027250166,poi_center,NA,NA,NA,NA,NA,NA,40.44732697858531,-104.7279280320949
192,128076222,23001900237878,2,NA,NA,0.026000000000000002,10190007002464,390,39004,1019,CLP,67.7980190807297,poi_center,NA,NA,NA,NA,NA,NA,40.56560527197299,-105.02870565800865
193,128076209,23001900240878,2,NA,NA,0.028,10190007014358,390,39004,1019,CLP,80.21036739708288,poi_center,NA,NA,NA,NA,NA,NA,40.568114874483435,-105.02513154120206
194,128076494,23001900240879,2,00177533,Poudre Lake,0.053000000000000005,10190007002619,390,39004,1019,CLP,58.96172473292541,poi_center,NA,NA,NA,NA,NA,NA,40.42178176005399,-105.80887720041682
195,128076248,23001900244680,2,NA,NA,0.011000000000000001,10190007002466,390,39004,1019,CLP,28.93127974238397,poi_center,NA,NA,NA,NA,NA,NA,40.57694227478981,-104.79823680789157
196,128076279,23001900244681,2,NA,NA,0.082,10190007002489,390,39004,1019,CLP,91.06602371952464,poi_center,NA,NA,NA,NA,NA,NA,40.55958156486422,-104.91526491231535
197,128076392,23001900244683,2,NA,NA,0.011000000000000001,10190007002524,390,39004,1019,CLP,41.103273782690685,poi_center,NA,NA,NA,NA,NA,NA,40.54513418940609,-104.70761716373019
198,128076420,23001900244684,2,00180533,Baldridge Lake,0.04,10190007002535,390,39004,1019,CLP,87.49362663151193,poi_center,NA,NA,NA,NA,NA,NA,40.5277285746601,-104.83167001433787
199,128076526,23001900244687,2,NA,NA,0.01,10190007002581,390,39004,1019,CLP,46.544751841845134,poi_center,NA,NA,NA,NA,NA,NA,40.46597444808723,-104.75275245156374
200,128076041,23001900240455,2,00180513,South Gray Reservoir,0.23700000000000002,10190007002424,390,39004,1019,CLP,200.07426582266012,poi_center,NA,NA,NA,NA,NA,NA,40.615155110432866,-104.9837264363393
201,128076110,23001900240456,2,NA,NA,0.012,10190007002439,390,39009,1019,CLP,45.61746253959454,poi_center,NA,NA,NA,NA,NA,NA,40.53648025655053,-105.80716932854207
202,128076201,23001900240458,2,NA,NA,0.014,10190007002459,390,39004,1019,CLP,54.28283370511013,poi_center,NA,NA,NA,NA,NA,NA,40.56941776935664,-105.03358409058065
203,128074885,23001900244248,2,NA,NA,0.084,10190007002207,390,39009,1019,CLP,69.96593630240271,poi_center,NA,NA,NA,NA,NA,NA,41.114044109275,-105.45582790816653
204,128076019,23001900244676,2,NA,NA,0.026000000000000002,10190007002411,390,39004,1019,CLP,52.9675735428437,poi_center,NA,NA,NA,NA,NA,NA,40.611650448595185,-105.11656711663544
205,128076553,23001900237464,2,NA,NA,0.015000000000000001,10190007002593,390,39004,1019,CLP,21.31392062294604,poi_center,NA,NA,NA,NA,NA,NA,40.44209488479217,-104.78123942341959
206,128076565,23001900237465,2,NA,NA,0.037000000000000005,10190007002601,390,39004,1019,CLP,60.140585117872895,poi_center,NA,NA,NA,NA,NA,NA,40.44159666368387,-104.71239036811323
207,128075967,23001900255488,2,00177294,Comanche Lake,0.025,10190007002394,390,39004,1019,CLP,61.71377934312596,poi_center,NA,NA,NA,NA,NA,NA,40.58052817357136,-105.68358966036064
208,128076062,23001900237461,2,NA,NA,0.039,10190007002426,390,39004,1019,CLP,90.19321977214867,poi_center,NA,NA,NA,NA,NA,NA,40.601268687863346,-105.13292959688964
209,128076204,23001900250433,2,NA,NA,0.01,10190007014355,390,39001,1019,CLP,41.93164011550308,poi_center,NA,NA,NA,NA,NA,NA,40.57280088961572,-104.9768868229393
210,128076246,23001900250434,2,NA,NA,0.021,10190007014388,390,39004,1019,CLP,59.160256848437164,poi_center,NA,NA,NA,NA,NA,NA,40.560844441504535,-105.02396336299094
211,128075609,23001900244258,2,NA,NA,0.024,10190007002307,390,39001,1019,CLP,76.91335358695113,poi_center,NA,NA,NA,NA,NA,NA,40.72315289016929,-105.07067354877307
212,128075935,23001900255057,2,00177282,Grass Lake,0.014,10190007002388,390,39009,1019,CLP,59.472700984594184,poi_center,NA,NA,NA,NA,NA,NA,40.582847217171285,-105.78414601695532
213,128075587,23001900257980,2,00177222,Dry Creek Reservoir,0.135,10190007002300,390,39004,1019,CLP,135.99423404780552,poi_center,NA,NA,NA,NA,NA,NA,40.73086669420688,-105.10428626929327
214,128075397,23001900244254,2,00170232,Parvin Lake,0.272,10190007002255,390,39009,1019,CLP,164.910561770328,poi_center,NA,NA,NA,NA,NA,NA,40.78454924934158,-105.55560200610974
215,128075645,23001900244259,2,00200267,Douglas Reservoir,2.125,10190007002310,390,39009,1019,CLP,454.163991201656,poi_center,NA,NA,NA,NA,NA,NA,40.70171479408589,-105.08207602820332
216,128075260,23001900258451,2,00199273,Lone Pine Reservoir,0.01,10190007013670,390,39004,1019,CLP,37.85870456467802,poi_center,NA,NA,NA,NA,NA,NA,40.84037751672587,-105.61293569484465
217,128075264,23001900257973,2,NA,NA,0.014,10190007002225,390,39001,1019,CLP,49.17726989357258,poi_center,NA,NA,NA,NA,NA,NA,40.84676578003698,-105.50570670467857
218,128075328,23001900257975,2,00170222,Shagwa Lake,0.022000000000000002,10190007002238,390,39004,1019,CLP,44.466694930449364,poi_center,NA,NA,NA,NA,NA,NA,40.80537843801777,-105.60242148174694
219,128075581,23001900250805,2,00199701,North Poudre Reservoir Number 3,0.623,10190007002297,390,39009,1019,CLP,321.8147222485585,poi_center,NA,NA,NA,NA,NA,NA,40.733355028850944,-105.0424742116802
220,128075759,23001900250807,2,00201309,Mountain Supply Reservoir Number 9,0.114,10190007002341,390,39004,1019,CLP,151.31828567615145,poi_center,NA,NA,NA,NA,NA,NA,40.679250839683384,-105.07393498922285
221,128075544,23001900251229,2,00198439,Mattingly Reservoir,0.063,10190007002285,390,39001,1019,CLP,77.05323943792241,poi_center,NA,NA,NA,NA,NA,NA,40.7460747549205,-105.10270789368447
222,128075794,23001900250809,2,NA,NA,0.029,10190007002356,390,39001,1019,CLP,57.82586432650828,poi_center,NA,NA,NA,NA,NA,NA,40.67325932960873,-105.04185771890549
223,128075976,23001900250813,2,NA,NA,0.045000000000000005,10190007014197,390,39004,1019,CLP,70.72650941784539,poi_center,NA,NA,NA,NA,NA,NA,40.619039409308485,-105.12280492655536
224,128075829,23001900251230,2,00198463,North Poudre Reservoir Number 10,0.156,10190007002369,390,39004,1019,CLP,138.77524780862385,poi_center,NA,NA,NA,NA,NA,NA,40.66064318325673,-105.06506458778553
225,128076054,23001900251232,2,NA,NA,0.013000000000000001,10190007002422,390,39004,1019,CLP,35.44071893524016,poi_center,NA,NA,NA,NA,NA,NA,40.60587233151555,-105.0976951044536
226,128076107,23001900251233,2,NA,NA,0.01,10190007014285,390,39004,1019,CLP,34.91421114050375,poi_center,NA,NA,NA,NA,NA,NA,40.55242165338052,-105.60787627336106
227,128076254,23001900251237,2,NA,NA,0.044000000000000004,10190007014394,390,39004,1019,CLP,71.5830455448521,poi_center,NA,NA,NA,NA,NA,NA,40.558969248803656,-105.0245046418918
228,128075893,23001900254601,2,NA,NA,0.044000000000000004,10190007002379,390,39004,1019,CLP,77.82374162622241,poi_center,NA,NA,NA,NA,NA,NA,40.6370087979419,-105.19384375242332
229,128075909,23001900254602,2,NA,NA,0.019,10190007002386,390,39001,1019,CLP,58.23972625001225,poi_center,NA,NA,NA,NA,NA,NA,40.641781668025985,-105.05809474078063
230,128076470,23001900257573,2,NA,NA,0.015000000000000001,10190007002554,390,39004,1019,CLP,52.19170830786744,poi_center,NA,NA,NA,NA,NA,NA,40.517955571890965,-104.74723101889413
231,128075535,23001900254599,2,00202063,Cavelry Lake,0.059000000000000004,10190007002284,390,39004,1019,CLP,93.246611860426,poi_center,NA,NA,NA,NA,NA,NA,40.74957463588043,-105.09198486916469
232,128076356,23001900257991,2,NA,NA,0.019,10190007002514,390,39001,1019,CLP,63.68532502952865,poi_center,NA,NA,NA,NA,NA,NA,40.53885238059598,-104.91268437887291
233,128075672,23001900243812,2,NA,NA,0.017,10190007002323,390,39004,1019,CLP,51.8647560390631,poi_center,NA,NA,NA,NA,NA,NA,40.71316831785811,-104.96879677322788
234,128075714,23001900239667,2,00201271,North Poudre Reservoir Number 5,1.576,10190007002325,390,39004,1019,CLP,384.4307003839279,poi_center,NA,NA,NA,NA,NA,NA,40.697306785263855,-105.04614564167417
235,128076038,23001900239669,2,NA,NA,0.101,10190007002423,390,39004,1019,CLP,114.78067624385523,poi_center,NA,NA,NA,NA,NA,NA,40.617432712973155,-104.96789593195987
236,128076121,23001900239671,2,NA,NA,0.011000000000000001,10190007014297,390,39004,1019,CLP,45.488127291578415,poi_center,NA,NA,NA,NA,NA,NA,40.54011560772559,-105.6997936681282
237,128076234,23001900239673,2,NA,NA,0.051000000000000004,10190007014378,390,39004,1019,CLP,83.39041416351519,poi_center,NA,NA,NA,NA,NA,NA,40.562458656556004,-105.02625313081865
238,128076281,23001900243818,2,NA,NA,0.017,10190007002491,390,39001,1019,CLP,30.0942039642552,poi_center,NA,NA,NA,NA,NA,NA,40.56691685638398,-104.79602145276193
239,128075532,23001900247536,2,00201311,North Poudre Reservoir Number 11,0.08900000000000001,10190007002283,390,39009,1019,CLP,122.64001207346409,poi_center,NA,NA,NA,NA,NA,NA,40.75696671456263,-105.03848054773343
240,128075707,23001900247539,2,00177084,Twin Lakes,0.041,10190007002332,390,39009,1019,CLP,87.61876047779396,poi_center,NA,NA,NA,NA,NA,NA,40.63952309324878,-105.8409784240394
241,128075463,23001900237862,2,NA,NA,0.015000000000000001,10190007013829,390,39001,1019,CLP,53.608392742291855,poi_center,NA,NA,NA,NA,NA,NA,40.790539850709905,-105.0655551857148
242,128075337,23001900237105,2,00170178,Park Creek Reservoir,0.97014486,10190007002236,390,39004,1019,CLP,375.70570154098505,poi_center,NA,NA,NA,NA,NA,NA,40.8422586219871,-105.15841529104472
243,128075787,23001900238781,2,00177218,Water Supply and Storage Reservoir Number 3,0.8170000000000001,10190007002368,390,39004,1019,CLP,245.70837754177106,poi_center,NA,NA,NA,NA,NA,NA,40.669656756242816,-105.09232004780452
244,128075937,23001900238782,2,NA,NA,0.025,10190007002389,390,39001,1019,CLP,74.42283466053672,poi_center,NA,NA,NA,NA,NA,NA,40.636622054271115,-105.05133722486997
245,128075416,23001900250418,2,NA,NA,0.024,10190007002630,390,39001,1019,CLP,54.40661792178382,poi_center,NA,NA,NA,NA,NA,NA,40.8078312006061,-105.11840080965388
246,128075507,23001900250421,2,NA,NA,0.01,10190007013865,390,39001,1019,CLP,40.49758312529852,poi_center,NA,NA,NA,NA,NA,NA,40.77050423784829,-104.97415373082619
247,128075529,23001900250423,2,NA,NA,0.016,10190007002282,390,39004,1019,CLP,48.76776277801518,poi_center,NA,NA,NA,NA,NA,NA,40.731062687938504,-105.39218270969721
248,128075599,23001900250425,2,NA,NA,0.022000000000000002,10190007002303,390,39004,1019,CLP,70.67944667322183,poi_center,NA,NA,NA,NA,NA,NA,40.733240493995005,-104.98553140847693
249,128075990,23001900238783,2,NA,NA,0.053000000000000005,10190007002405,390,39004,1019,CLP,75.80954073245043,poi_center,NA,NA,NA,NA,NA,NA,40.62675695506564,-104.95541808852754
